coursename,courseid,accouncementcount,groupdiscussioncount,individualdiscussioncount,sectioncount,assignmentcount,gradedassignmentcount,nongradedassignmentcount,modulecount,wikipagecount,assignmentattachmentcount,courseattachmentcount,groupcount,quizcount,quizquestioncount,externaltoolcount,moduleurlcount,tacount,studentcount
DEV-WPC-MGT502-LePine,72360000000002155,0,0,5,1,12,12,0,8,26,0,18,0,0,0,5,2,0,0
MTE 250: Tech and Math Vizualization (2018 Fall),72360000000004334,10,0,0,1,25,24,1,3,0,0,15,0,0,0,0,12,0,8
strategic-mgmt-of-technology,72360000000005216,0,0,14,1,4,4,0,23,38,0,86,0,0,0,0,0,0,0
NMI 142: Communicating With Purpose October 2018,72360000000005518,4,0,6,1,7,7,0,12,42,0,0,0,0,0,0,0,0,0
ASU 10: Online Orientation - 9/3-9/9/18 -- 83831,72360000000004726,8,0,2,1,9,8,1,6,80,3,430,0,0,0,4,0,1,57
SCM 445: Advanced Logistics Management (2019 Spring),72360000000006476,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
SOC 390: Social Statistics I (2018 Fall),72360000000001825,19,0,0,1,28,28,0,16,0,0,142,0,2,16,0,0,0,22
IFT 489: TCP/IP and Routing (2019 Spring),72360000000007368,2,0,2,1,25,25,0,47,115,0,182,0,0,0,4,0,0,0
Dev-canvas-4-mamrein,72360000000005773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL 194: Academic Math Support (2018 Fall - B),72360000000007595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENG 221: Survey of English Literature (2018 Fall - B),72360000000006682,6,0,7,1,14,14,0,8,27,0,2,0,2,20,0,0,0,26
DEV-BI0100-sholeche,72360000000006583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU 150: LEAD Project I (18 F) Thurs_Wolpinsky,72360000000001759,2,0,1,1,25,25,0,10,13,54,17,0,1,5,0,0,0,33
REL 321: Religion in America (2018 Fall - B),72360000000004702,14,0,5,1,11,11,0,8,44,1,108,0,4,100,13,0,2,76
CSE 423: Systems Capstone Project I (2018 Fall),72360000000003165,14,2,2,1,16,16,0,9,18,4,12,17,6,28,0,0,1,61
SGS 304: Cross-Cultural Awareness (2018 Fall - B),72360000000001785,4,0,7,1,17,17,0,8,65,0,90,0,1,3,3,0,0,18
CRJ 225: Introduction to Criminology (2018 Fall - B),72360000000005411,1,0,6,1,10,10,0,4,26,0,55,0,0,0,3,0,0,53
NTR 450: Nutrition in the Life Cycle (2019 Spring - A),72360000000006508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rramakr8 Canvas Sandbox,72360000000007296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCO 494: Food and Media (2018 Fall - B),72360000000002915,29,61,6,1,18,18,0,8,44,12,48,16,2,10,3,0,0,71
Master Class for Teaching Online - October-2018,72360000000005304,13,12,9,4,11,11,0,8,55,2,509,10,2,2,6,1,0,58
DEV GRA294-42998 Adobe Illustrator CC,72360000000001043,2,0,2,1,15,10,5,7,8,0,4,0,0,0,0,0,0,1
GBL 70: Intermed 2 Listening/Speaking (2018 Fall - B),72360000000006830,7,0,3,1,8,8,0,0,0,0,7,0,0,0,0,0,0,7
DEV - REL 501: Research Methods Religious Study - F2F,72360000000006464,0,0,1,1,3,3,0,0,4,0,5,0,0,0,0,0,0,0
CMN 505: Methods/Appl Commun Research (2018 Fall),72360000000003189,0,0,0,1,4,4,0,9,7,0,34,0,0,0,0,0,0,18
SLC 602: Comparative Cultural Theory (2019 Spring),72360000000005903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV Training Kaitlin Kollasch,72360000000005650,0,0,9,1,0,0,0,9,61,0,40,0,0,0,0,0,0,0
Dev-canvas-4-mpmarti6,72360000000004955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS 598: Marriage,72360000000006913,25,0,18,1,6,6,0,8,42,0,196,0,0,0,4,0,0,0
CON 496,72360000000007573,1,10,1,1,24,24,0,1,11,0,10,10,0,0,0,0,0,0
WPC 480: Capstone Course 82385 (2018 Fall),72360000000003474,16,0,0,1,35,35,0,16,11,15,48,8,1,3,3,0,0,38
French 102 Sandbox,72360000000004562,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
MCO 552: Data in Business Journalism (2019 Spring - A),72360000000007233,0,0,9,1,14,14,0,21,107,0,61,0,0,0,4,0,0,0
MGT 525: SelfTransform Thru ExecConnect (2018 Fall - DYN),72360000000004909,5,0,5,1,10,10,0,0,20,2,36,0,0,0,5,0,3,54
SDO 598: Arbitration - Masters (2018 Fall),72360000000002127,3,0,8,1,26,26,0,17,48,3,56,0,5,28,15,0,1,13
Lab BIO 202: Human Anatomy/Physiology II (2018 Fall DEV) - Zain B,72360000000004431,25,0,8,1,26,26,0,3,30,0,116,0,0,0,0,0,0,20
DEV-2019Spring-BMY511-eleitch,72360000000005905,18,41,14,1,16,16,0,16,89,0,1689,46,0,0,4,0,0,0
DNP 604: Pathophysiology/Lifespan (2019 Spring),72360000000007385,1,0,1,1,0,0,0,1,12,0,42,0,0,0,0,0,0,0
MKT 402 - null,72360000000008133,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
PHI 300: Philosophical Argument/Exposit (2018 Fall - A),72360000000002490,13,0,6,1,40,40,0,14,31,7,49,0,1,10,8,0,0,10
WPC 347: Intermediate Career Prep (2018 Fall),72360000000003716,10,0,1,1,55,55,0,11,37,34,54,0,0,0,2,0,3,185
Adhillar Canvas Sandbox,72360000000007005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV - Kathie Duff Wilson CANVAS,72360000000002395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNI 150: Major and Career Exploration (2018 Fall - B),72360000000005728,8,0,3,1,30,30,0,9,58,3,33,0,2,4,4,1,0,29
SOS 510: Perspectives on Sustainability (2018 Fall) Wu,72360000000002641,2,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,14
SPF 301: Culture and Schooling (2018 Fall - B),72360000000005839,15,69,9,6,19,19,0,9,28,39,8,10,0,0,4,0,0,138
SWG-Field Education Preparation for Practice Fall 2018,72360000000003364,1,0,0,1,4,4,0,6,30,0,6,0,0,0,0,0,3,259
ASU 101-NU: The ASU Experience (2018 Fall) Aden W 3:05p,72360000000003508,21,0,2,1,26,26,0,14,39,23,66,0,0,0,0,3,1,18
BIO 400: Topics in Neuroscience (2019 Spring),72360000000007270,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPE 579: Apprentice Teaching: SPE K-12 (2018 Fall),72360000000003205,9,0,2,1,8,8,0,2,0,22,14,0,0,0,0,4,0,10
Catherine Hart's Sandbox,72360000000001899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob's Dev Shell,72360000000000170,3,2,13,1,12,12,0,27,68,0,32,3,0,0,0,0,0,0
FRE 311: Oral and Written Expression I (2018 Fall),72360000000003185,5,0,8,1,32,32,0,11,2,0,5,0,0,0,0,0,0,12
ENG 317: Cross-Cultural Writing (2018 Fall - B),72360000000001985,0,0,9,1,16,16,0,9,72,5,58,0,0,0,3,0,0,34
Corr Practice,72360000000007973,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-hvanderm,72360000000004794,0,0,0,1,1,1,0,0,9,0,1,0,1,3,0,0,0,0
CIS 308: Advanced Excel in Business (2018 Fall - A) - Huntsinger,72360000000002305,14,0,23,1,40,40,0,9,39,0,460,0,4,4,8,1,1,61
"ECD 520: Child Guidance and Management: Child, Family, Community, and Culture (Development - Online)",72360000000002329,0,48,9,1,15,15,0,9,31,0,881,13,3,40,4,0,0,0
ENG 108: First-Year Composition (2018 Fall - B),72360000000003763,2,0,5,1,5,5,0,0,7,0,5,12,0,0,0,0,0,19
ENG 105: Adv First-Year Composition (2018 Fall),72360000000003799,9,0,0,1,18,17,1,4,19,166,23,0,0,0,0,14,0,64
Dev-canvas-4-vrortiz1,72360000000006026,1,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0
POS 468 Comparative Asian Foreign Policies (DEV),72360000000002840,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-llsmith6,72360000000007645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-CRJ350-MasterCourse,72360000000002396,0,0,9,1,16,16,0,8,17,0,107,0,0,0,3,0,0,0
ACC 444: Enterprise Proc Analys,72360000000006591,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003954,11,0,12,1,31,31,0,12,22,10,25,0,0,0,0,2,0,19
Dev-canvas-4-eamazeen,72360000000008247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC 504: Basics of Managerial Acct (2018 Fall - DYN),72360000000006484,7,0,0,1,5,5,0,6,30,0,43,0,1,18,5,0,1,30
Dev-canvas-4-isiegfri,72360000000005373,0,0,1,1,2,2,0,1,5,0,2,0,0,0,0,0,0,0
FSH 206 / 294: Fashion Design (2018 Fall),72360000000004313,11,0,0,1,9,9,0,0,0,0,5,0,0,0,0,0,0,11
LIA 101: Student Success in CLAS (2018 Fall),72360000000003983,13,0,10,1,26,26,0,10,22,11,26,0,0,0,0,2,0,20
COM 225: Public Speaking (2019 Spring),72360000000008355,0,0,0,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0
DEV REL 362,72360000000005397,1,0,16,1,45,45,0,16,35,0,43,0,0,0,2,0,0,0
PSY443,72360000000002033,0,0,2,1,16,16,0,22,95,0,117,0,0,0,1,0,0,0
DEV-2019Spring-ENG501,72360000000007252,1,0,15,1,18,18,0,9,42,0,26,0,0,0,4,0,0,0
ASU 101-CPP: The ASU Experience (2018 Fall),72360000000004212,12,0,0,1,34,34,0,1,8,10,14,0,0,0,3,0,0,16
BMY 503: BIO Taught Functionally (2019 Spring),72360000000006316,25,0,26,1,29,29,0,40,123,0,1723,0,0,0,4,0,0,0
CPP 294: Nina Scholars II (2019 Spring),72360000000006531,4,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,0
EXW 434,72360000000005359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXW214,72360000000005188,0,0,0,1,0,0,0,2,8,0,5,0,0,0,4,0,0,0
MFG 381: Processes,72360000000003880,2,0,1,1,11,11,0,6,1,2,79,0,1,18,0,0,1,31
EMS 503: Strategic Sustainability I (2018 Fall - A),72360000000001837,20,0,5,1,7,7,0,10,36,3,46,0,3,6,9,0,2,24
ECN 484: Internship (2018 Fall),72360000000003437,1,0,0,1,2,2,0,0,10,0,20,0,0,0,3,0,0,2
Dev-canvas-4-lamorga1,72360000000006732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIT 215: Introduction to Web Authoring (2018 Fall - A),72360000000003733,17,0,3,1,19,19,0,8,62,6,48,0,1,1,5,0,1,44
CRJ 406: Sex Crimes (2018 Fall - B),72360000000005425,16,0,9,1,11,11,0,8,16,0,90,0,0,0,3,0,0,35
ENG102-Import (Dev),72360000000004545,19,0,2,1,47,47,0,6,18,0,128,0,0,0,0,0,0,0
SDO 598: Compliance and Ethics - Masters (2018 Fall A),72360000000002117,1,0,8,1,22,22,0,10,29,3,86,0,4,22,7,0,0,28
ASU 101-NU: The ASU Experience (2018 Fall) Wash-White T 3:00p,72360000000003524,7,0,2,1,28,28,0,17,32,39,86,0,1,6,0,3,1,18
Social Development,72360000000007864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSY 320: Learning (2019 Fall),72360000000008403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 366: Literature on Film (2018 Fall),72360000000002251,9,1,1,1,9,9,0,16,8,0,5,3,1,1,0,0,0,28
1. Asaf's Testing Course,72360000000000415,1,0,0,3,8,8,0,1,2,1,4,5,0,0,1,0,0,3
PSY 453: Organizational Behavior (2019 Spring - B),72360000000006181,3,20,12,1,5,5,0,27,76,0,95,4,0,0,4,0,0,0
GIT 418: Multimedia Author/Script/Prod (2018 Fall - B),72360000000002801,8,0,8,1,18,18,0,8,18,4,21,0,1,6,4,0,1,36
"Shaw, ASU 150, Tues at 12:00, F18",72360000000003316,4,0,4,1,21,21,0,9,14,15,17,0,1,4,0,1,0,17
SANDBOX,72360000000006098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 102: First-Year Composition (2018 Fall),72360000000003844,20,0,1,1,9,9,0,2,0,18,0,0,0,0,0,0,0,21
SWU 250: Stress Management Tools I (2018 Fall - B),72360000000006112,5,10,21,1,25,25,0,9,42,1,104,10,0,0,3,1,0,53
MKT 280: Fashion Merchandising (2018 Fall),72360000000002993,5,1,10,1,48,48,0,19,26,16,93,20,0,0,3,0,0,42
REL 320: American Religious Traditions (2019 Spring),72360000000005521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMS 511: Global Context III (2019 Spring - A),72360000000007669,0,0,5,1,7,7,0,19,50,0,32,0,0,0,0,0,0,0
FMS 380: Race and Gender in Am Film (2018 Fall - B),72360000000001945,5,0,9,1,12,12,0,9,76,0,69,0,1,1,3,4,0,38
DEV-EXW302-hjaguila,72360000000005485,18,0,2,1,31,31,0,10,95,0,71,0,0,0,4,0,0,0
SDO 598: Sports Facilities Management and Safety (2018 Fall - B),72360000000003469,2,0,8,1,17,17,0,10,26,0,64,0,9,39,7,0,0,18
UNI 220: Mindset Connections (2018 Fall - DYN),72360000000003239,7,0,2,1,34,34,0,13,14,4,29,4,1,1,0,10,0,17
PSY 560: Advances/Theoretical Psych (2018 Fall),72360000000003031,4,0,9,1,15,15,0,2,0,3,40,0,0,0,0,10,0,4
POR 101: Elementary Portuguese (2019 Spring - A),72360000000005874,0,0,11,1,40,40,0,9,43,0,623,0,0,0,4,0,0,0
CLAS Dean UTO,72360000000005215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THP 331: Draping (2018 Fall),72360000000004618,0,0,0,1,9,9,0,0,0,2,5,0,0,0,0,0,0,9
Fox BIS 402,72360000000005229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL 799: Dissertation (2018 Fall C) - Marsh,72360000000002724,0,0,4,1,2,2,0,3,7,0,52,0,0,0,12,0,0,7
MCO 307: The Digital Audience (2018 Fall - A),72360000000002074,11,40,8,1,14,14,0,9,72,22,95,12,4,35,3,1,2,278
LIA 101: Student Success in CLAS (2018 Fall),72360000000003916,9,0,12,1,31,31,0,12,22,4,25,0,0,0,0,2,0,24
FSE 100: Introduction to Engineering (2018 Fall),72360000000002790,4,0,1,1,33,33,0,17,56,85,77,12,0,0,0,0,1,43
introduction to learning management systems (DEV),72360000000002318,0,0,0,1,29,29,0,43,53,0,0,0,0,0,0,0,0,0
OMT 570 Advanced Project Management,72360000000004941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMS 512: Strategic Sustainability III (2019 Spring - A),72360000000007670,0,0,4,1,7,7,0,18,46,0,46,0,0,0,0,0,0,0
SDO 598: U.S. Law & Legal Analysis (2019 Spring - A),72360000000006884,1,0,10,1,39,39,0,11,37,0,58,0,0,0,7,0,0,0
TEL 792: Research (2018 Fall C) - Bertrand,72360000000002722,0,0,3,1,2,2,0,3,7,0,50,0,0,0,8,0,0,5
History of Engineering,72360000000002140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST 130: The Historian's Craft (2018 Fall - B),72360000000002256,13,70,8,1,18,18,0,11,63,1,106,11,0,0,3,0,0,26
LIA 101: Student Success in CLAS (2018 Fall),72360000000003961,13,0,13,1,31,31,0,12,22,5,25,0,0,0,0,2,0,19
DEV - PHI 300: Philosophical Argument/Exposit - F2F,72360000000005747,0,0,1,1,3,3,0,0,4,0,5,0,0,0,0,0,0,0
Testing Sandbox,72360000000002973,26,0,28,1,42,42,0,10,8,0,14,0,0,0,0,0,0,0
ENG 222: Survey of English Literature (2019 Spring),72360000000007231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSC 400: Practicum in Health Sciences (2019 Spring),72360000000005941,6,0,1,1,18,18,0,19,16,0,45,0,0,0,4,0,0,0
MTC 222: Music Theory: 19th Century (2018 Fall),72360000000003862,19,0,0,1,64,64,0,0,1,0,36,3,0,0,0,0,5,68
ENG 474 Review - null,72360000000007363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTR 525: Complementary Nutrition (2019 Spring - B),72360000000007806,1,0,8,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0
MGT 502: Org Theory/Behavior (2018 Fall - Combined),72360000000002138,10,0,0,1,42,42,0,7,16,10,25,18,2,8,3,0,2,90
HST 347: Ancient Greece I (2018 Fall - B),72360000000005129,6,0,3,1,7,7,0,6,41,0,29,0,1,2,3,0,1,87
Dev-canvas-4-amubayi,72360000000005616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCR 335: Prog Develop Mngmt Comm Hlth (2019 Spring - B),72360000000007899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCTEST,72360000000004843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 101: Introduction to Applied Mathematics for the Life and Social Sciences (Fall B Online - Vallury),72360000000005654,10,0,11,1,20,20,0,14,42,2,67,0,1,2,12,0,0,15
DEV-2019Spring-IBC684MgmtMSTR-online - null,72360000000007447,1,0,1,1,10,10,0,38,66,0,48,0,0,0,4,0,0,0
ART 207: Digital Photography II (2019 Spring - B),72360000000007526,29,0,9,1,8,8,0,32,95,0,28,0,0,0,4,0,0,0
DEV-Sandbox-Lindz,72360000000000579,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0
Elizabeth's Canvas Sandbox,72360000000004630,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECN 475: Capstone in Economics (2019 Spring),72360000000007963,9,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
DEV-SGS321-smahmand,72360000000004686,0,0,3,1,5,5,0,23,63,0,42,0,0,0,3,0,0,1
Lee's Canvas training,72360000000003382,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0
WPC 480: Capstone Course (2019 Spring),72360000000007021,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
DEV-2019Spring-ASUO-SPA202,72360000000006467,0,0,2,1,27,27,0,28,108,0,359,0,0,0,4,0,0,0
HST 100: Global History to 1500 (2019 Spring),72360000000007544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHM 231: Elementary Organic Chemistry (2019 Spring - A),72360000000007343,27,0,2,1,3,3,0,5,24,0,49,0,0,0,4,25,0,0
DEV-ASUO-SILC,72360000000002100,1,0,8,1,23,23,0,8,26,0,12,0,0,0,3,0,0,0
POS 530: American Politics (2019 Spring),72360000000007223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE 432: Principles of ChE Design,72360000000005222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lab BIO 201: Human Anatomy/Physiology I (DEV) - Karla,72360000000004445,0,0,0,1,31,31,0,4,29,0,58,0,0,0,0,0,0,0
PSB 563: Basic Principles of OBM (2018 Fall),72360000000003166,11,0,0,1,31,31,0,0,0,0,6,13,0,0,0,0,0,18
AME 532: Creating by Algorithm (2018 Fall),72360000000002673,8,0,0,1,16,16,0,4,4,6,32,0,0,0,0,0,0,10
ENG 536: Study Amer Lit before 1900 (2018 Fall - B),72360000000003379,2,0,11,1,12,12,0,5,58,1,15,0,0,0,3,0,0,21
COM 316: Gender and Communication (2019 Spring - A),72360000000006089,0,0,9,1,22,22,0,12,53,0,1721,0,0,0,3,0,0,0
MED 494 - Palliative Care,72360000000007257,0,0,0,1,0,0,0,2,9,0,5,0,0,0,4,0,0,0
ECN 212 - Micoreconomics- Girante Sandbox,72360000000006056,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DEV - CRJ 204 - MasterCourse,72360000000004923,0,0,10,1,24,24,0,8,29,0,196,0,0,0,3,0,0,1
WAC 101: Intro to Academic Writing (2018 Fall),72360000000004370,7,0,0,1,6,6,0,0,3,25,8,0,0,0,0,0,0,20
SOS 171: The Thread of Energy (Fall A Online - Koster),72360000000002517,7,0,8,1,23,23,0,11,52,12,20,0,4,8,4,0,0,23
GIT 210: Creative Thinking and Dsgn Viz (2018 Fall - B),72360000000006696,3,2,8,1,22,22,0,5,31,9,68,7,0,0,10,0,1,45
UNI 120 Academic Success (Fall 2018),72360000000004154,1,0,1,1,61,61,0,14,21,31,30,4,2,4,0,0,0,18
ECN 211: Macroeconomic Principles (2018 Fall),72360000000002684,1,0,0,1,3,3,0,2,11,0,21,0,0,0,3,1,0,0
BIO 201: Human Anatomy/Physiology I Lab (2018 Fall),72360000000004350,18,0,1,1,10,10,0,2,0,0,54,0,0,0,0,0,0,72
2018Fall SPA 413: Advanced Spanish Grammar,72360000000003410,0,0,0,1,11,11,0,10,67,0,19,0,0,0,0,0,0,29
NTR 353: The Western Diet (2019 Spring - B),72360000000006020,1,16,11,1,32,32,0,10,120,0,138,17,0,0,4,0,0,0
DEV-2019Spring-ASUO-SPA319,72360000000007450,3,0,3,1,36,36,0,25,67,0,53,0,0,0,4,0,0,0
REA 380: 86356 Real Estate Fundamentals (2018 Fall),72360000000002378,6,0,0,1,18,18,0,32,55,0,80,0,8,82,2,5,0,45
DEV-GIS270-mschmeec,72360000000005480,0,0,2,1,52,52,0,13,120,0,40,0,0,0,4,2,0,0
IEE 412: Intro to Financial Engineering (2018 Fall - B),72360000000005523,5,0,1,1,8,8,0,10,138,2,418,0,2,27,9,2,2,15
FAS 361: Research Methods (2019 Spring - A),72360000000007141,21,8,11,1,21,21,0,29,121,0,100,10,0,0,4,0,0,0
Dev-RSaeed-Sandbox,72360000000003879,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0
JMC 120: Studio Production (2018 Fall - B),72360000000006966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Renee Deljon's Dev Shell,72360000000000180,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0
ASU 101-TPS: The ASU Experience (2018 Fall),72360000000003020,15,0,4,1,26,26,0,16,37,19,156,0,0,0,0,2,1,17
DEV-GPH381-saffell,72360000000005593,19,0,1,1,22,22,0,12,52,0,70,0,0,0,4,11,0,0
advance Spanish grammar,72360000000007879,27,0,2,1,38,38,0,0,0,0,0,0,0,0,0,0,0,0
IBC 640: Family Couples in Primary Care (2018 Fall - B),72360000000006153,3,0,8,1,7,7,0,9,51,0,178,0,0,0,5,0,1,27
DEV-ASB100-mjehn,72360000000007163,0,0,1,1,2,2,0,8,25,0,12,0,0,0,4,0,0,0
AIS 101,72360000000006685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 457: Studies in American Poetry (2018 Fall),72360000000004187,0,0,0,1,8,8,0,0,0,0,2,0,0,0,0,0,0,7
ENG 477: World Literature (2018 Fall - B),72360000000001983,2,0,5,1,17,17,0,8,25,0,28,0,2,11,3,0,0,14
HCI 538: Innovation and the Individual (2016 Fall A),72360000000000057,16,0,6,3,14,14,0,7,33,131,180,3,0,0,0,0,0,15
2018Fall_MAT142_Choi_79178_,72360000000003545,13,0,0,1,43,43,0,7,59,7,62,0,0,0,0,2,3,69
canvas sandbox (Dev),72360000000003330,0,0,1,1,3,3,0,2,1,0,0,0,1,1,0,0,0,0
ASM 246: Human Origins (2019 Spring MWF),72360000000007918,0,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0
FIN 123: ASU Financial Literacy (2018 Fall - A),72360000000003000,0,0,0,1,36,36,0,15,24,0,46,0,0,0,1,0,0,0
HCR 220: Intro Health Professions U.S. (2018 Fall) HOFFMAN 72585,72360000000003191,2,0,6,1,15,15,0,13,109,18,84,0,5,23,0,17,0,55
PHI 403:Contemp Analytic Philosophy (2016 Fall - B),72360000000000058,15,0,15,2,32,32,0,10,60,13,51,0,3,20,0,3,0,26
GBL 40: Basic 1 Listening/Speaking (2018 Fall - B),72360000000006574,23,0,0,1,21,21,0,0,1,0,18,0,0,0,0,0,0,12
LAW 691: Patent Licensing/Monetization (2019 Spring),72360000000008024,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1
ASU 10: Online Orientation -- 9/24-9/30/18 - 79100,72360000000005307,9,0,2,1,9,8,1,6,81,4,431,0,0,0,4,0,1,76
CHS 200,72360000000005353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jill DEV Course,72360000000000765,0,0,8,2,23,23,0,8,20,0,72,0,4,9,4,0,0,0
CHS Rising Scholars,72360000000005363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HON 394: Beyond the Human (2019 Spring),72360000000005871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCI 540: Applying Principles of EBP (2018 Fall - B),72360000000002098,14,35,9,1,10,10,0,8,75,1,324,5,0,0,3,0,0,30
PHI 307: Philosophy of Law (2018 Fall - B),72360000000005356,26,13,10,1,32,32,0,11,64,0,37,7,0,0,4,0,0,59
ISS 518,72360000000006516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2018Fall-Master-MAT142-MProbWLab,72360000000003147,0,0,0,1,49,49,0,6,55,0,59,0,0,0,0,1,0,0
Grand Challenges test (DEV),72360000000001742,1,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0
PSY 591: Psychology of Addictions (2019 Spring),72360000000006373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elissa's Canvas Sandbox,72360000000001637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSE 330: Operating Systems (2018 Fall),72360000000004366,32,0,21,1,7,7,0,7,19,5,41,0,1,1,0,1,4,257
SHS202Hybrid - null,72360000000004895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003998,13,0,10,1,27,27,0,10,22,12,25,0,0,0,0,2,0,24
ENG 102: First-Year Composition (2019 Spring),72360000000005566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HC T1 Canvas Transition,72360000000000906,1,0,1,1,2,2,0,2,1,0,0,0,1,1,0,0,0,0
SED 397 Digital Teaching Internship - Dev,72360000000007048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2019Spring-EXW102,72360000000005392,29,0,9,1,27,27,0,14,106,0,42,0,1,2,4,34,0,0
ASU 101-NU: The ASU Experience (2018 Fall) Aden W 9:00a,72360000000003495,5,0,2,1,22,22,0,13,40,29,67,0,1,5,0,1,1,17
DEV-2019SpringA-EXW484,72360000000005506,7,0,1,1,11,11,0,5,83,0,42,0,0,0,4,0,0,0
PRM 380: Wilderness & Parks in America (2019 Spring - A),72360000000008034,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TWC301 - Fundamentals Writing Dig Media,72360000000000799,22,13,16,1,31,31,0,9,76,14,107,5,1,5,4,2,0,14
CIS 440: Capstone in Information System (2019 Spring),72360000000007503,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
BSW Advancement,72360000000007214,0,0,0,1,4,4,0,4,14,3,63,0,0,0,3,0,0,90
